Concrete mixture,"Moisture content, wc(%)_mean","Moisture content, wc(%)_SD","P-wave velocity, Vp(m/s)_mean","P-wave velocity, Vp(m/s)_SD","Dynamic elastic modulus, Yd(GPa)_mean","Dynamic elastic modulus, Yd(GPa)_SD","Global autocorrelation length, ξg(mm)_mean","Global autocorrelation length, ξg(mm)_SD","Integral range, Xog(mm)_mean","Integral range, Xog(mm)_SD","Autocorrelation length of the pore structure, ξp(μm)_mean","Autocorrelation length of the pore structure, ξp(μm)_SD","Integral range, Xop(mm)_mean","Integral range, Xop(mm)_SD","Mean pore diameter, dp(mm)_mean","Mean pore diameter, dp(mm)_SD","Maximum pore diameter, dpmax(mm)_mean","Maximum pore diameter, dpmax(mm)_SD","Porosity, po(%)_mean","Porosity, po(%)_SD","Diameter, φ(mm)","Height, h(mm)","Mass of sample, (kg)","Density, ρ(kg/m3)","Peak load, Fmax(kN)","Compressive failure strength, CS(MPa)"
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,134.0,1213.0,2386.1,181.8,47.9
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1277.0,2370.5,179.3,47.3
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1283.0,2381.7,187.2,49.3
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1302.0,2416.9,189.8,50.0
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1291.0,2396.5,175.8,46.3
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1288.0,2390.9,177.6,46.8
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1287.0,2389.1,175.8,46.3
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1294.0,2402.1,171.8,45.3
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1291.0,2396.5,169.2,44.6
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1297.0,2407.6,169.8,44.7
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1289.0,2392.8,180.4,47.6
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1296.0,2405.8,161.4,42.6
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,131.0,1189.0,2392.5,180.2,47.5
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,132.0,1200.0,2396.3,174.1,45.9
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1296.0,2405.8,166.2,43.8
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1287.0,2389.1,181.5,47.9
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1290.0,2394.6,170.1,44.8
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1301.0,2415.1,153.6,40.5
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1298.0,2409.5,157.3,41.5
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1291.0,2396.5,146.9,38.7
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1288.0,2390.9,142.6,37.6
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,142.0,1288.0,2390.9,141.1,37.2
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,140.0,1271.0,2393.1,138.1,36.4
M,3.4,0.3,4337.0,134.4,40.9,2.6,2.0,0.1,14.0,7.0,9.5,6.8,3.3,0.6,0.29,0.2,4.5,0.9,1.9,0.6,69.5,139.0,1271.0,2410.3,152.4,40.2
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.2,221.5,5.2,2379.4,421.0,42.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,221.5,5.2,2397.4,413.1,42.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.9,223.7,5.3,2392.8,443.2,45.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.6,218.7,5.1,2353.3,417.6,41.9
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.4,222.0,5.2,2371.1,419.9,42.3
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.4,223.5,5.3,2410.5,419.4,43.0
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.0,218.7,5.1,2384.6,407.5,41.4
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.3,219.7,5.1,2366.2,428.5,43.3
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.0,223.0,5.3,2395.5,439.9,44.7
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.3,219.5,5.1,2368.3,436.5,44.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.7,218.3,5.1,2373.8,401.2,40.9
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,221.0,5.2,2379.8,401.8,40.9
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,220.3,5.1,2379.5,417.1,42.5
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.1,218.8,5.1,2358.4,392.9,39.8
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.0,216.8,5.0,2362.0,389.3,39.5
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.9,221.7,5.1,2351.5,393.3,40.0
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.5,219.2,5.2,2411.3,445.0,45.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,218.0,5.1,2378.9,384.4,39.2
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.7,219.7,5.1,2387.5,408.6,41.7
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.4,220.0,5.2,2412.5,373.7,38.3
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.3,220.0,5.2,2364.3,416.6,42.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,218.7,5.1,2390.8,418.7,42.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.7,222.7,5.2,2396.1,424.2,43.3
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.7,218.0,5.1,2401.4,440.6,45.0
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.7,219.0,5.1,2379.3,431.2,44.0
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.5,221.5,5.2,2414.0,401.3,41.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,222.3,5.2,2403.9,428.7,43.7
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.9,223.0,5.2,2393.4,409.4,41.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.9,221.3,5.2,2390.7,425.3,43.3
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.6,221.0,5.2,2400.8,407.6,41.7
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.5,221.0,5.2,2407.9,392.2,40.2
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.2,221.8,5.2,2348.4,376.2,38.1
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,218.0,5.1,2376.1,421.6,42.9
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,219.0,5.2,2402.9,398.3,40.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.2,221.0,5.1,2350.0,441.4,44.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.0,219.7,5.2,2387.2,386.6,39.2
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.8,221.0,5.2,2379.3,424.2,43.2
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.0,223.0,5.3,2398.7,399.5,40.5
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.2,221.8,5.2,2381.2,401.6,40.6
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,112.1,220.7,5.2,2387.7,412.2,41.8
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.4,220.5,5.2,2407.0,403.7,41.4
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.6,220.0,5.2,2400.1,389.1,39.8
M,3.0,0.1,4268.6,225.7,39.5,4.4,2.3,0.3,15.1,3.3,13.3,3.3,6.1,2.1,0.34,0.22,6.7,1.2,1.9,0.5,111.6,222.0,5.2,2415.3,396.5,40.5
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,315.0,15.0,2362.7,834.2,41.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.3,15.1,2374.0,838.2,41.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,317.7,15.1,2367.0,824.7,41.0
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.7,15.1,2374.2,818.9,40.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.2,318.0,15.1,2362.0,809.5,40.2
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.7,15.1,2371.0,822.4,40.9
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.7,15.1,2376.1,843.5,42.0
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.3,15.1,2369.7,799.7,39.8
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,314.3,15.0,2372.1,805.0,40.0
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.0,15.0,2360.5,830.5,41.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.0,15.0,2370.9,831.1,41.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,318.0,15.2,2374.8,830.9,41.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,318.3,15.2,2367.3,848.3,42.2
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,310.0,14.7,2358.4,767.6,38.2
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,315.3,15.0,2357.3,740.6,36.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,159.8,316.3,15.1,2383.5,726.1,36.2
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,317.7,15.0,2354.5,738.4,36.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.2,316.7,15.1,2362.3,733.8,36.4
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.2,317.3,14.8,2312.5,757.3,37.6
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,314.0,14.9,2351.3,752.0,37.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,311.7,14.8,2363.1,749.7,37.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.8,318.0,15.1,2339.8,716.7,35.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.2,316.3,15.0,2357.5,763.9,37.9
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.7,15.2,2382.4,761.1,37.9
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,311.3,14.8,2371.0,749.9,37.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,315.0,15.0,2362.7,756.5,37.5
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,310.0,14.8,2370.4,801.1,39.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.3,317.3,15.1,2359.6,757.6,37.5
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.7,15.1,2372.6,781.2,38.9
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.7,15.1,2371.2,797.6,39.7
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.3,15.1,2377.2,786.0,39.1
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,313.3,15.0,2381.2,811.9,40.4
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,311.0,14.8,2363.7,809.9,40.3
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,317.2,15.2,2377.7,807.9,40.2
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.0,14.9,2359.7,806.1,40.1
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,314.7,15.0,2363.0,842.5,41.9
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.7,15.1,2372.6,772.3,38.4
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,315.3,15.1,2380.3,779.8,38.8
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.3,15.0,2361.8,786.1,39.1
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.2,313.3,14.9,2365.8,757.5,37.6
M,2.9,0.3,4283.0,187.9,39.1,3.5,2.4,0.2,16.1,4.1,7.4,3.2,5.4,2.7,0.31,0.23,5.2,1.1,1.1,0.3,160.0,316.0,15.1,2376.6,781.0,38.8
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,232.0,2397.6,40.0,33.5
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,232.0,2397.6,46.4,38.9
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,231.0,2387.3,42.6,35.6
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,236.0,2439.0,41.9,35.1
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,232.0,2397.6,49.4,41.4
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,80.5,231.0,2402.1,45.8,38.3
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,232.0,2397.6,39.7,33.2
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,234.0,2418.3,55.1,46.1
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,234.0,2418.3,48.4,40.5
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,80.5,232.0,2412.5,41.2,34.5
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,233.0,2408.0,47.0,39.3
C,3.4,0.4,4168.7,293.9,38.1,5.3,3.5,0.8,10.0,1.1,6.1,3.3,5.5,4.2,0.23,0.21,2.5,0.6,1.1,0.4,39.0,81.0,236.0,2439.0,57.4,48.0
